AssetCode,osl_UnitNumber,unit_group
corci34787,08216,2x2
par830076,4514,1x1
arccr75070,2-2418,3x2
asp78741,523,2x1
corba33764,4-211,1x1
cornd28210,110,2x2
exchnh30341,14302,2x2
indp70810,9207,1x1
attcp75052,1203,1x1
villp4oef30080,2161D,2x2
alngbre75063,473030,2x2
chel8oef30096,2823,1x1
corpp85306,2153,1x1
oveda32118,NR0515,2x1
broadwcHL77573,03209,1x1
can30093,H1404,2x2
sormp28117,1305,2x2
adlb28078,3302,2x2
corgv80249,3-206,1x1
wesm70605,6106,2x2
watec30062,805,2x2.5
harlh32707,11-107,3x2
avf75219,2014,2x2
arlingapt22209,712,1x1
balof80205,1585,1x1
par285016,4013,1x1
steepn28212,731,2x2
lake43147,1012,2x1
corar85042,185,2x2
corho33020,09102,2x2
corco34747,B2306,1x1
corci34787,02310,2x2
casnriet28216,8715-201,2x2
casnriet28216,9305-206,1x1
sarpm28105,406-23,1x1
hal77096,P231,2x2
mintui280246,02-411,2x1.5
vers32771,01-246,2x2
bris75056,0422,1x1
jams30043,3209,1x1
estspm78748,0436,2x2
purf85003,459,2x2
praircv75080,3416,2x1
corgv80249,9-203,2x2
corr78730,1918,2x2
cormckinney75201,1101,2x2
chel8oef30096,1912,2x1
liv33559,2108,1x1
inkwg77084,03-3123,2x2
corwb33437,6307,2x2
1201p75074,0712,2x2
5thous75244,3139,1x1
uncbre228262,1631,2x2
corld75056,6111,1x1
par8y30076,4711,2x2
mirrc32218,0715,1x1
brisoef75056,0181,2x2
dismv85209,3005,1x1
corch80203,433,1x1
corar78759,338,1x1
cops77041,1922,2x2
garvbre75287,18108,0x1
stonbcHL76039,0622,1x1
hil30342,1253,0x1
ridvoef76116,1-134,2x2
garvbre75287,3312,0x1
jeflbre230062,0202,1x1
copscbre77041,114,1x1
villp430080,2185C,1x1
can30341,3121G,1x1
wesls80124,G03,3x2
sienh30093,I5,2x1
virbre30033,L,2x1
hal77096,T023,1x1
harv77345,239,1x1
towcbre77339,1912,1x1
par8y30076,4217,3x2
attbre30022,338,2x2
corlc85718,1-019,2x2
uncbre228262,521,2x2
corhp85233,2093,2x1
ech30030,301,2x2
hampl33196,07-014,1x1
sunri85704,131,2x2
HighlM30033,801,2x2
purvt78261,1023,1x1
corch80203,303,1x1
pinuh85050,2058,1x1
visll234711,17109,2x2
balof80205,1282,2x2
corcg33896,8-103,1x1
attd76208,1108,2x1
clifg30083,548-01,4x2
corwe75229,25310,1x1
corwvill175204,312,2x2
attbre30022,124,2x2
corjp32822,21102,2x2
barml32703,209,1x1
corgs27603,346,1x1
corlo85704,13201,2x2
corl33612,1603,2x2
corasRH75002,01 - 2095,1x1
balof80205,1141,2x2
av27604,02-2518,1x1
sixty76116,517,1x1
vers32771,03-214,1x1
hersf30310,3309,1x1
corb37209,720,2x2
ams75034,2409,1x1
bowbn33616,6091,2x2
cortlm32746,05-110,2x2
vers32771,07-200,3x2
par830076,4208,2x2
retsr75071,1125,1x1
retr78148,117,1x1
jefc43004,8093E,1x1
sola27519,2-251,2x2
stonbcHL76039,1716,2x2
spc30092,075B,2x2
avr30354,3206,3x2
corgv80249,9-100,2x2
teno30046,902,2x2
corpn80917,7-305,1x1
attfm75201,309,1x1
eccoo32806,179,2x2
estta80234,01-201,2x2
teno30046,1102,2x2.5
par830076,2102,2x2
lantc75013,8305,1x1
flatwhbre78245,7108,1x1
corjc30005,1013,3x2.5
granr80920,324,1x1
sunri85704,162,2x2
purlv75039,3033,2x2
parbre2830076,915,1x1
910ts75204,1044,1x1
lake43147,616,2x1
casn28216,8038-204,1x1
lantc75013,2210,2x2
avpfc76137,624,1x1
cornona32832,2431,2x2
cornona32832,2403,2x2
praircv75080,1314,3x2
chel830096,2124,1x1
estspmbre278748,E-0234,2x2
corb37209,804,1x1
ansl28210,2137,1x1
benb43004,305,2x1
corsf33619,1-222,1x1
fosc76137,9103,2x2
lantcB75013,4107,1x1
steepn28212,739,2x2
stonvrcbre75063,1014,2x2
corf80020,3210,3x2
ansl28210,2221,2x2
bowbn33616,3047,1x1
coraddass30350,1615,1x1
benb43004,233,2x1
tosvr75077,2106,1x1
villp4oef30080,2215L,2x2
eccoo32806,378,1x1
poroef30096,821,2x2
can30093,H0920,1x1
liv33559,1407,1x1
courv85008,3006,2x2
harv77345,138,2x2
viz77084,E27,2x2
estspm78748,0934,1x1
mirrc32218,0613,2x2
verwccbre75013,348,1x1
corlc85718,11-4101,4x2
corsm83642,J107,2x2
15777q75001,1443,2x2
islcbre33615,155617,2x2
esttaara80234,13-205,1x1
cosaoef233782,7202,2x2
mintui180246,09-109,2x2
stonbcHL76039,0223,1x1
souto27560,1216,2x2
clubc77095,5204,1x1
courv85008,1091,2x2
bowbn33616,5098,2x2
sovbbre28262,2025,1x1
towcbre77339,704,2x1
cormd77004,2210,1x1
dung30360,903,3x2.5
saxw75070,1238,2x2
parl33615,107,2x2
covbb33716,9206,1x1
estspm78748,1316,1x1
corna43054,5211SH,2x2.5
mirrc32218,0918,2x2
arrs85308,1077,1x1
corga33782,2-209,1x1
Lagpa33196,0604,1x1
attp76133,906,3x2
aurs28210,I206,1x1
can30341,3179R,1x1
corbc27701,410,1x1
sovbbre28262,3036,1x1
corub33428,40-510,2x2
inkwg77084,01-1128,3x2
lake43147,1027,1x1
arcls80124,2156,1x1
cops77041,1213,2x2
corco34747,C1306,1x1
echl30092,1410,2x2
hersf30310,1210,2x2
becpbre75038,1020,1x1
belv75025,1337,1x1
rems43081,5633TSW,2x2.5
sovc77494,1203,2x2
aq32256,232,2x2
cor2580534,B-312,2x2
corgs27603,830,2x2
corl33612,13116,2x2
HighlM30033,912,3x2
lints76021,02732,2x2
arcls80124,5458,1x1
poinoef28217,1127,2x2
oveda32118,SO0515,2x1
wrenn28216,8306,1x1
par830076,3301,2x2
Lagpa33196,1802,1x1
echl30092,6103,2x2.5
bat3b30339,506,1x1
corb37209,609,2x2
coraddass30350,1607,1x1
hunr30092,5602,2x2
corbc27617,2016,1x1
sunri85704,124,1x1
towcbre77339,1304,1x1
corr78730,1415,2x2
balof80205,1162,2x1
alng75063,773097,1x1
ansl28210,3118,2x2
corjc30005,2013,2x2.5
watec30062,966,2x2
estspmbre278748,E-1418,2x2
verwccbre75013,158,1x1
bowbn33616,4040,2x2
fosc76137,1207,2x2
sprinv30032,280135,1x1
coraddass30350,0803,2x2
pinuhHL85050,1072,1x1
att30022,1222,1x1
corct76123,07304,2x2
sanb85226,2063,1x1
becp75038,3039,2x2
suit276039,12103,1x1
corw30067,49E,2x2
corwb33437,5305,2x2
artp75034,17207,2x2
corrosscp22209,1-1715,2x2
HighlM30033,324,1x1
sormpbre28117,3112,2x2
vizcbre77084,E32,2x2
coror27612,4100-203,1x1
exchnh30341,2305,1x1
can30093,H0718,2x2
villp4oef30080,2177G,1x1
verwccbre75013,228,1x1
cororoy75063,3156,1x1
purfm75226,1314,1x1
arrs85308,1061,1x1
corwpwarba33401,13-310,2x2
cormilld155415,711,1x1
lakgp80239,13110,2x2
courv85008,1122,2x2
ansl28210,1117,1x1
sev30329,3401,1x1
villp330080,2093I,2x2
vishc75063,1807,2x2
granr80920,1011,2x2
wat76244,26200,1x1
lake43147,807,2x1
av27604,01-1636,2x2
covbbbre33716,3104,1x1
cororoy75063,2063,2x2
vilc77054,717,2x2
remsbre243081,5595TB,2x2
aq32256,371,2x2
cortm83642,P305,1x1
ambm30096,1430,2x1.5
sienh30093,J3,2x1
hal77096,T053,1x1
astp30096,0605,2x2
corar78759,632,1x1
deerv34471,3202,1x1
shend30324,4209,1x1
retbc33510,104A,1x1
So190M75080,6105,1x1
can30341,3101M,2x2
huncoef28262,123J,1x1
watec30062,973,1x1
pasbc78738,2209,1x1
suit276039,8105,3x2
corro77019,6202,1x1
islcbre33615,035525,1x1
dechighlands,1035,1x1
vill28212,330-0104,1x1
can30341,3155C,2x2
chel8oef30096,3128,1x1
corpc22202,01-1812,1x1
corba33764,3-414,2x2
corlo85704,06101,2x2
corse28203,325,2x2
sarpm28105,507-14,2x2
cors30350,5014,1x1
bowbn33616,3083,2x2
corpp85306,1038,3x2
corpc22202,02-1104,1x1
dechighlands,213,2x2
liv33559,1518,1x1
corld75056,9207,1x1
ac20147,AT792303,1x1
sovpr75035,11209,2x2
twap31322,12316,1x1
ansl28210,1321,2x2
corch80203,730,1x1
cornl22202,0409,2x1.5
alngbre75063,523076,2x2
Corb85016,310,1x1
por30096,1706,1x1
presfbre278240,1403,1x1
oaks28269,0913,1x1
sovpr75035,16205,2x2
corwn37209,270,1x1
esttaara80234,04-302,2x2
sanb85226,2049,2x2
wat78748,12-1226,3x2
norh77433,18102,2x2
attm30092,203,1x1
berpnabre243054,5251SH,2x2.5
clifg30083,516-08,3x2
islcbre33615,185775,1x1
lantcB75013,1303,2x2
tersmbre278748,T-2311,1x1
ansltc30809,409,2x2
lantc75013,1301,2x2
corr78730,2313,1x1
balof80205,1287,1x1
corwb33437,8104,2x2
1500o30021,1417D,3x2
chel830096,1723,2x1
cormc28262,0708,1x1
cororTL27612,4108-304,2x2
corbawarba33764,3-206,1x1
corch75056,5049,2x2
corsb75035,167,1x1
retsr75071,934,1x1
covcv76132,3203,1x1
harv77345,145,1x1
sunpo43074,2020,2x2.5
resal43110,3653,2x1.5
covbb33716,6112,2x2
pinuhHL85050,3034,1x1
jeflbre230062,0111,2x1
att30022,1633,2x2
313130033,9305,1x1
arrs85308,2027,1x1
ansltc30809,1123,1x1
laurbre76137,112,2x2
lakgp80239,22210,2x1
parcbre285016,2012,2x2
ambm30096,1137,2x1.5
corrosscp22209,1-0620,1x1
wesm270605,10103,2x2
vishccbre75063,0911,1x1
verwccbre75013,266,1x1
hunc28262,108K,2x2
15777qoef75001,2419,1x1
presf78240,809,1x1
puret78261,2503,1x1
ves35205,H509,2x2
arrsbre285308,2132,2x2
cormilld155415,202,2x2
corl33612,13202,2x2
corsv75035,2B - 209,2x2
corjc30005,2335,2x2
fosc76137,14310,1x1
stratpcr75034,5107,1x1
stonbcHL76039,1521,2x1
casnriet28216,8317-108,2x2
corwn37209,206,1x1
lantc75013,7212,2x2
ligw77064,122,2x2
wrenn28216,10301,2x2
lints76021,00911,3x2
foun76039,0714,1x1
arcp76177,02-2114,2x2
bris75056,1032,1x1
corho33020,10203,3x2
cormc28262,1112,1x1
villp1oef30080,2023B,2x2
can30093,P1405,3x2
corhc33025,4-108,3x2
harlh32707,02-117,1x1
avpfccbre76137,1025,1x1
1201p75074,1715,EFF
herss30310,4244,1x1
ambm30096,1630,2x1.5
alngbre75063,662010,1x1
aurs28210,J206,1x1
corwe75229,3208,1x1
dompp30326,1580,1x1.5
villp3oef30080,2125A,1x1
bowbnbre233616,6076,1x1
arcp76177,01-1302,2x2
sunri85704,216,2x2
sixty76116,836,1x1
ansl28210,735,2x2
lexbre30004,12201,2x2
corub33428,77-203,2x2
coror27612,4112-302,2x2
15777qoef75001,3227,1x1
wat78748,13-1315,2x1
lex30004,4104,2x2
corsv75035,2A - 159,2x2
ac20147,AT780103,1x1
oaks28269,0534,1x1
corpc22202,01-0719,2x2
foun76039,1701,2x2
corsb75035,229,1x1
corld75056,9205,1x1
provn30328,6B,2x1.5
villp230080,2083K,1x1
ridv76116,927,1x1
towc77339,1507,2x1
courv85008,2048,2x2
lints76021,02026,3x2
aurfrbre227614,11-201,2x2
corho33020,15101,3x2
corwvill175204,502,1x1
sarpmoef28105,500-11,2x1
retsr75071,1835,1x1
coruptala32701,518,2x2
mirrc32218,0707,2x2
lints76021,03121,1x1
aurfr27614,6-304,2x1
corsb75035,317,3x2
eccoo32806,448,2x2
villp1oef30080,2019G,1x1
stonbcHL76039,2431,2x2
attp76133,806,3x2
arlingapt22209,412,1x1
ansl28210,333,1x1
sunri85704,013,1x1
aubg30312,521,2x2
echl30092,1212,2x2
poroef30096,903,2x2
corci34787,10104,2x2
towwm30311,15,2x1.5
cormd77004,2105,2x2.5
sormpbre28117,2209,1x1
mirrc32218,0732,1x1
lints76021,02633,1x1
attm30092,202,1x1
jeflbre230062,1623,1x1
corw30067,52F,1x1
bat1b30339,638,2x2
isl33615,245222,2x2
copscbre77041,1824,3x2
shend30324,2411,1x1
benb43004,163,2x1
granr80920,438,2x2
luxscr77584,05208,1x1
corhc33025,6-201,2x2.5
capcwbre228273,8105,2x2.5
sovc77494,5309,2x2
1250w30064,1209,1x1
corga33782,2-323,1x1
retbc33510,304A,2x2
vishccbre75063,2202,2x1
villp4oef30080,2177N,1x1
corwi30004,06005,1x1
lex30004,3004,3x2
estta80234,11-105,2x2
sovpr75035,11318,2x2
ambm30096,2041,1x1
belv75025,0514,2x2
lac30360,48D,1x1
watecy30062,672,2x2
delc28212,6008-C,2x2
dechighlands,1305,1x1
indp70810,2303,2x2
corlc85718,5-15,3x2
corhcoef34741,C-203,2x2
sovc77494,9301,1x1
313130033,5204,2x2
arrsbre285308,3132,2x2
echl30092,4007,1x1
retsr75071,2018,2x2
stratpcr75034,9102HC,2x2
HighlM30033,205,2x2
purlv75039,2092,1x1
exchnhyld30341,9304,1x1
camhg28215,5520B,2x2
laurbre76137,113,2x2
jefl30062,0422,2x2
corontheriv83712,517,2x2
lexbre30004,11105,2x2
becpbre75038,3110,1x1
aurfrbre227614,12-106,2x2
corsm85283,3112,2x2
galcbre33615,585329,2x2
jefl30062,1124,2x2
wat78748,02-0223,2x2
wesm70605,4307,2x2
ligw77064,818,2x2
inkwg77084,01-1117,1x1
corw30067,26D,3x2.5
poroef30096,1307,2x2
poroef30096,808,2x2
lantcB75013,6307,1x1
sixty76116,813,1x1
corlc85718,2-010,1x1
bowbbre233616,1415,2x2
hunc28262,131J,2x2
arcp76177,02-2119,2x2
corbc27617,2227,2x2
casn28216,8032-206,2x2
lexbre30004,15105,2x2
cormc28262,1524,2x2
lantcB75013,2110,2x2
copscbre77041,1113,3x2
adwg32821,4301,1x1
arbs27713,2136,1x1
cortm83642,D103,3x2
towcbre77339,2318,2x2
maslcbre77407,2223,1x1
cortm83642,B301,2x2
ech30030,738,1x1
dung30360,B-04,2x1.5
watecy30062,762,2x2
poin28217,0614,1x1
jams30043,10207,2x2
vensp77388,2323,1x1
harlhy32707,11-209,3x2
coronponce30030,310,2x2
corro77019,8110,2x1
lakgpbre280239,1715,1x1
can30341,3101J,2x1
esttaara80234,03-101,1x1
corlc85718,4-094,1x1
covcc80231,202,1x1
fosc76137,15316,2x2
vensp77388,3212,1x1
sovbbre28262,1437,3x2
corn37209,113,1x1
twap31322,12204,1x1
benb43004,841,1x1
retsr75071,1815,1x1
masl77407,311,2x2
corlc85718,1-121,2x2
av27604,01-1211,1x1
15777q75001,1437,1x1
cops77041,917,1x1
esttaara80234,13-202,1x1
rialbre75010,6304,2x2
hunr30092,1106,1x1
par830076,2212,1x1
twap31322,8208,2x2
corbc27701,204,1x1
luxscr77584,15210,2x2
villp1oef30080,2023E,2x2
corscottm85259,326,2x2
bowbnbre233616,6016,2x2
avr30354,2308,2x2
cans30253,1204,3x2
bowb33616,0314,1x1
15777qoef75001,3220,1x1
sunpo43074,3021,2x2
towcbre77339,312,1x1
wrenn28216,6303,2x2
broadwcHL77573,08211,3x2
som30084,1604,3x2.5
cords33442,3409,2x2
cords33444,B1-115,2x2
stonb77521,1914,2x2
delc28212,6013-D,2x2
dowbe80226,A-446-3B,1x1
covcv76132,2116,1x1
corww33578,6210-105,2x2
hampl33196,07-024,1x1
att30022,1036,2x2
1201p75074,1126,1x1
gatplhmc33025,08-303,1x1
cormc28262,0615,1x1
laurbre76137,615,2x2
poin28217,0436,1x1
legfc32606,17-205,3x2
garv75287,24306,0x1
1500o30021,1397H,1x1
corho33020,07103,2x2
stonb77521,1905,2x2
mirrc32218,0208,2x2
camhg28215,5609S,1x1
hofbb76126,2924,2x1
adwg32821,3106,2x2
lints76021,07212,1x1
aq32256,N1907,1x1
mon78249,615,1x1
bat2b30339,536,2x2
coraddass30350,1308,2x1
flatwh78245,10204,3x2
hal77096,T064,1x1
liv33559,1104,1x1
vensp77388,1311,1x1
vilc77054,1913,1x1
cans30253,1331,2x2
madl43110,6125,3x2.5
steepn28212,208,1x1
pinuh85050,1070,2x2
sorpp27560,7106,2x2
tus30093,686526,2x2
norh77433,19107,2x2
lake43147,1020,1x1
avr30354,4006,2x2
esttaara80234,04-102,2x2
lac30360,82H,3x2
estta80234,15-301,2x2
parlcbre33615,2-330,2x2
corlc85718,5-4,3x2
par830076,4718,1x1
alngbre75063,724050,1x1
corub33428,40-519,2x2
HighlM30033,915,3x2
becp75038,3074,1x1
villp4oef30080,2201B,1x1
lakr43026,2665,2x1
Lagpa33196,2004,1x1
corbc27701,566,1x1
dung30360,1901,2x1.5
hofbb76126,2723,2x1.5
bowbnbre233616,3077,1x1
berpna43054,7250T,2x2.5
corch80203,235,2x2
sin30093,3108,2x2
garvbre75287,5117,0x1
presro78728,26-2618,2x2
cors30350,7037,1x1
corba33764,3-106,1x1
venr77469,14102,2x2
can30093,H1207,2x2
corsc85750,6225,1x1
corsm85283,3028,2x2
kinco33186,03-03210,1x1
lakgpbre280239,1413,2x2
corga33782,2-127,2x2
corcg33896,3-431,1x1
lexbre30004,24205,3x2
purcoc78748,310,3x2
ech30030,511,1x1
watec30062,356,2x1
corhc33025,7-205,3x2
corgv80249,8-210,2x2
huncoef28262,128D,1x1
villp4oef30080,2201L,1x1
harlhy32707,17-306,2x2
corri33578,9144-301,3x2
pinuhHL85050,2095,2x2
gatpl33025,02-206,1x1
par8y30076,4204,2x2
masl77407,1721,1x1
sorpp27560,7304,3x2
vk77094,5315,1x1
cors75035,1D - 253,2x2
wyndsorc75002,513,2x2
tersm78748,0227,1x1
sunr43219,3020,2x1
rial75010,6205,2x2
sarpm28105,601-11,2x1
presahB75093,1012,1x1
spring30021,3819L,2x2
bowbn33616,1072,1x1
lantcB75013,2208,1x1
corml75204,1606,1x1
mintui280246,05-604,1x1
saxw75070,2512,2x2
aurfrbre227614,7-305,2x1
harlhbre232707,15-311,1x1
stonvr75063,2015,3x2
towcbre77339,213,2x2
gatplhmc33025,11-208,2x2
benb43004,7147,2x1
presf78240,610,1x1
garvbre75287,30201,0x1
kinco33186,19-01928,2x2
cororTL27612,4108-307,2x2
masl77407,2121,2x2
corlc85718,4-038,2x2
artp75034,17204,2x2
corba33764,5-409,2x2
corsc85750,11147,3x2
delc28212,6020-H,2x2
par8y30076,2220,1x1
becp75038,2074,1x1
audv33615,909,1x1
wrennl28216,3-212,2x2
hunc28262,139H,1x1
becpbre75038,2057,3x2
capcw28273,1301,2x2
mon78249,1824,1x1
esttaara80234,08-303,2x1
attp77581,206,1x1
par8y30076,1815,2x2
cords33444,B5-208,1x1
corpn80917,2-108,2x2
legpt77084,0732,1x1
becpbre75038,1044,1x1
arrsbre285308,2040,2x2
berpnabre243054,7293T,2x2.5
avscr77584,19101,2x2
attvv89102,1112,1x1
corwn37209,541,2x2
cornl22202,0518,1x1
corwp33401,11-109,2x2
watbre278748,11-1111,1x1
Lagpa33196,1603,1x1
corprovitp76015,2323,1x1
rialbre75010,5101,2x2
liv33559,1511,1x1
luxscr77584,05110,3x3
villp3oef30080,2139D,1x1
HighlM30033,1134,3x2
inkwg77084,03-3119,1x1
presahB75093,0417,2x2
corho33020,06108,2x2
can30341,3101R,2x2
bowb33616,0111,1x1
hamrbre27713,S328,2x2
lantcB75013,5311,2x1
par8y30076,1506,1x1
par8y30076,1320,1x1
sienh30093,71,2x1
wat78748,07-0735,2x2
norh77433,27108,1x1
parcbre285016,3007,2x2
olean30329,341,1x1
arbsbre27713,1518,2x2
corsk233177,27-203,2x2
corpc22202,02-1105,1x1
corp885345,3001,1x1
sarpmoef28105,531-34,2x2
galcbre33615,515362,1x1
corlc85718,4-043,3x2
tosvr75077,1100,2x2
jefl30062,1034,2x2
attbre30022,1338,2x2
cormidmia33137,0720,2x2
lints76021,07203,1x1
coraddass30350,1309,2x1
corp30342,130,2x2
hal77096,P225,1x1
avscr77584,22104,2x2
chel8oef30096,2008,1x1
herss30310,4433,2x2
islcbre33615,025443,2x2
corse28203,320,2x2
dompp30326,1332,1x1
mer43212,2672,1x1
cornona32832,3307,1x1
lints76021,01113A,2x2
villp130080,2007A,1x1
tus30093,686521,2x2
corar78759,379,1x1
corpc22202,01-1705,1x1
par8y30076,1112,1x1
citfoef80021,1420,1x1
corbc27617,311,3x2
corub30342,4202,1x1
dung30360,M-03,3x2.5
poroef30096,103,3x2
villp130080,2031G,2x2
towc77339,1402,1x1
Lagpa33196,2516,2x2
chel8oef30096,2510,2x2
corri33578,5467-205,1x1
hil30342,1647,0x1
presfbre278240,3007,2x2
villp4oef30080,2197O,1x1
corhi27519,2400-2431,2x1
corwe75229,9210,1x1
mintui280246,03-607,0x1
saxw75070,1322,2x2
retr78148,823,1x1
stonbcHL76039,1933,1x1
sorpp27560,7201,2x2
shend30324,2206,1x1
garv75287,12203,0x1
courv85008,2037,1x1
stovrc32218,910,1x1
olean30329,538,1x1
lints76021,01733,1x1
sovc77494,1309,2x2
15777q75001,1312,1x1
asp78741,1216,2x1
hamrbre27713,A636,1x1
retsr75071,2127,1x1
bat3b30339,403,1x1
corpn80917,7-108,2x2
can30341,3301E,2x2
sanbcbre85226,2028,1x1
dismvbre285209,2117,2x2
gt30312,B-139,2x1
corpc30342,412,2x2
jams30043,5205,2x2
copscbre77041,912,1x1
balof80205,1528,2x2
corcg33896,3-137,1x1
presro78728,17-1737,2x2
villp430080,2177J,0x1
presahB75093,1422,1x1
can30093,P0120,2x1
corr78730,0416,2x2
gatpl33025,11-203,2x2
coror27612,4004-206,2x2
corsm83642,H208,3x2
cororTL27612,4100-103,1x1
910ts75204,632,2x2
tradw77064,8-818,2x2
cors30350,7034,1x1
belv75025,3115,2x2
corbc27617,1224,2x2
casnriet28216,8508-402,2x2
sin30093,0403,2x2
sanbcbre85226,1076,2x2
lints76021,00312,1x1
corwe75229,24105,1x1
harlhbre232707,13-103,1x1
sarpm28105,601-18,2x1
corhcoef34741,B-408,2x2
corpn280915,5850-104,2x2
liv33559,1205,3x2
viz77084,F12,3x2
laurbre76137,411,1x1
sarpm28105,527-14,2x2
inkwg77084,01-1212,1x1
chh37013,1617,1x1
coras75002,01 - 2136,2x2
hampl33196,04-021,1x1
sanbcbre85226,2039,2x2
ambm30096,1432,2x2.5
hampl33196,01-036,1x1
remsbre243081,5675TSW,2x2.5
verp76177,2203,2x2
aurs28210,V206,2x2
echl30092,2314,2x2
avpfc76137,113,1x1
madlbre43110,6222,2x2
corf80020,3407,1x1
rems43081,5455CR,2x2.5
galcbre33615,515342,1x1
ac20147,CS800117,1x1
corscottm85259,107,1x1
attfm75201,403,1x1
bowbn33616,4065,1x1
corr22209,1910,2x2
corl33612,12312,2x2
hampl33196,01-016,1x1
watec30062,986,2x1
corlc75039,2042,1x1
villp430080,2211V,1x1
corci34787,03201,3x2
spring30021,3801K,2x2
corhi27519,2000-2011,1x1
ivyp30317,1508,1x1
5thous75244,1326,2x2
casn28216,9520-101,2x2
luxscr77584,13108,1x1
stratpcr75034,9106,1x1
sixty76116,617,1x1
rems43081,5060BR,2x2.5
harlhbre232707,07-106,2x2
corsk33177,08-202,3x2
hofbb76126,4334,1x1
corrn160654,2506,1x1
3131oef30033,9302,1x1
ridvoef76116,1-311,3x2
norh77433,14109,1x1
avpfccbre76137,414,1x1
saxw75070,1211,1x1
arrs85308,1020,2x2
corbc27701,283,0x1
corwpwarba33401,9-104,2x2
covcc80231,307,2x1
villp3oef30080,2103D,0x1
HighlM30033,827,2x2
dowbe80226,A-446-1G,2x2
spc30092,094D,1x1
aq32256,N703,1x1
can30341,3227A,2x2
adwr75078,9106,3x2
corpc22202,02-0210,0x1
sarpmoef28105,306-34,1x1
poinlp30319,10102,1x1
stonb77521,2904,1x1
exchnhyld30341,1404,2x2
arlingapt22209,404,2x2
aurfrbre227614,10-102,3x2
attl75077,1206,1x1
cor2580534,A-302,2x2
tradw77064,8-833,1x1
balof80205,1387,1x1
corscottm85259,241,1x1
viz77084,A35,1x1
presahB75093,0433,2x2
garv75287,25117,1x1
CorcM27519,1418,2x2
verp76177,4307,1x1
corro77019,5201,2x1
galcbre33615,285513,2x2
watecy30062,677,2x2
corwb33437,7107,2x2
bowb33616,1209,2x2
tow2885016,11,3x2.5
souto27560,4004,1x1
villp4oef30080,2155D,2x2
towwm30311,16,2x1.5
1201p75074,0328,2x1
alng75063,692034,1x1
arbsbre27713,1022,1x1
attvv89102,1002,1x1
lexbre30004,16203,1x1
corwp33401,10-106,2x2
corlc85718,11-4107,2x1
allll32714,307,2x2
corrosscp22209,1-2212,1x1
stonbc76039,2023,1x1
aurs28210,K108,1x1
bracm78209,2121,1x1
cords33444,B4-103,2x2
wrenn28216,1110,2x2
astp30096,0706,2x1
harlhbre232707,15-209,1x1
sanb85226,1086,2x2
presf78240,3008,2x2
tus30093,181016,2x2
corscottm85259,236,1x1
alngbre75063,744067,2x2
corba33764,2-404,2x2
corsf33619,1-458,1x1
rialbre75010,13203,1x1
jefl30062,0614,2x1
vishc75063,1303,2x2
sola27519,1-411,1x1
masl77407,1315,1x1
delc28212,6003-H,2x2
shend30324,4111,1x1
ves35205,M211,2x2
wat76244,7307,2x2
camhg28215,5609M,1x1
corpc22202,01-1613,2x2
corco34747,E1419,2x2
granr80920,421,2x2
jams30043,3203,1x1
hunc28262,131M,2x2
sev30329,2304,1x1
sola27519,1-135,2x2
avscr77584,13103,2x2
cortm83642,S207,2x2
avscr77584,14109,1x1
aurs28210,M303,1x1
corjc30005,2922,2x2
corct76123,08104,2x2
dechighlands,222,2x2
dung30360,A-08,2x1.5
watec30062,752,2x2
broadwcHL77573,11201,2x1
corsk33177,09-203,1x1
ligw77064,135,1x1
corbs78744,3316,3x2
corro77019,9112,1x1
covbb33716,3302,2x2
retsr75071,1717,1x1
stratpcr75034,8201,3x2
gt30312,C-374,3x2
ivyp30317,2503,1x1
pasbc78738,P2209,2x2
verp76177,1111,1x1
resal43110,7347,2x1
covbb33716,10112,2x1
HighlM30033,428,2x2
stovrc32218,905,2x2
aubg30312,344,2x2
Lagpa33196,1601,1x1
bowbnbre233616,3040,2x2
citfoef80021,2206,2x2
hungl76021,D107,1x1
lakgpbre280239,721,3x2
sovb28262,3016,1x1
sprinv30032,281907,2x1.5
sovpr75035,5103,2x2
villp430080,2169O,2x1
avr30354,1120,3x2
deerv34471,2005,2x2
covcc80231,203,1x1
covbb33716,5311,1x1
villp430080,2171N,1x1
stonvrcbre75063,1094,2x2
corrn160654,2502,2x2
aurs28210,N302,3x2
isl33615,245206,1x1
vishc75063,1404,1x1
ves35205,H1111,1x1
corci34787,05107,2x2
corsb75035,109,1x1
sarpmoef28105,500-27,2x1
corlc85718,3-085,1x1
can30093,H0805,2x1
tradw77064,5-528,2x2
arcls80124,3209,2x2
berpna43054,7280T,2x2.5
cops77041,1335,2x2
on80920,2-407,2x2
vishccbre75063,1102,1x1
stonb77521,107,2x2
audv33615,524,2x2
hal77096,P451,1x1
corjp32822,4108,2x2
spring30021,3803H,1x1
corl33612,11312,2x2
bowbn33616,5078,1x1
hunr30092,0308,1x1
vensp77388,1106,1x1
watecy30062,573,2x2
corr78730,1328,2x2
emepa43081,5944KIP,2x1
arcls80124,2145,1x1
allll32714,102,3x2
on80920,2-114,3x2
lantc75013,3306,1x1
wesls80124,304,2x2
ac20147,CS800104,2x2
vill28212,523-0519,1x1
arrsbre285308,1169,1x1
avpf30318,431,2x2
exchnh30341,12404,2x2
attcp75052,1113,2x2
corhcoef34741,B-109,2x2
corgs27603,1042,2x2
deerv34471,1601,2x2
villp4oef30080,2203F,1x1
wat76244,8110,1x1
arrsbre285308,2063,1x1
asp78741,527,2x2
